word,reading,meanings,level,example_ja,example_en
振る,ふる,(1) to wave; to shake; to swing; (2) to sprinkle; (3) to cast (actor); to allocate (work),N3,彼は堂々と振る舞う。,He carries himself regally.
新た,あらた,new; fresh; novel,N3,新たに始める。,I will begin anew.
新鮮,しんせん,fresh,N3,朝は空気が新鮮だ。,The air is fresh in the morning.
深刻,しんこく,serious,N3,深刻な問題だな。,It is a serious problem.
申し込む,もうしこむ,to apply for; to make an application,N3,奨学金を申し込むつもりだよ。,I am going to apply for a scholarship.
申し訳,もうしわけ,apology; excuse,N3,遅れて申し訳ない。,I'm sorry I'm late.
真っ赤,まっか,deep red; flushed (of face),N3,彼は真っ赤になった。,He turned bright red.
真っ直ぐ,まっすぐ,straight (ahead); direct; upright,N3,真っ直ぐ行きなさい。,Go straight ahead.
真剣,しんけん,seriousness; earnestness,N3,トムは真剣だ。,Tom is serious.
真似,まね,mimicry; imitation; behavior; pretense,N3,真似しないでよ。,Stop copying me.
真面目,まじめ,diligent; serious; honest,N3,真面目におやり。,Be serious.
神,かみ,god,N3,神はゲイだ。,God is gay.
神経,しんけい,nerve; sensitivity,N3,神経は抜くのですか。,Are you going to remove the nerve?
親しい,したしい,intimate; close (e.g. friend),N3,彼は親しい友人だ。,He is my close friend.
親戚,しんせき,relative,N3,彼は彼女の遠い親戚だ。,He is a distant relation of hers.
親友,しんゆう,close friend; buddy,N3,君の親友より。,Your loving friend.
診察,しんさつ,medical examination,N3,診察は以上です。,That's it for your medical exam.
身,み,body; main part; oneself; sword,N3,独身ですか。,Are you single?
身体,しんたい,the body,N3,身体、硬いね。,My body is stiff.
身長,しんちょう,height (of body); stature,N3,身長何センチ？,How tall are you?
辛い,つらい,painful; heart-breaking,N3,花粉症は辛い。,Hay fever is tough.
進める,すすめる,to advance; to promote; to hasten,N3,そのチームはすぐに計画を進めるだろう。,The team will go ahead with the plan soon.
進学,しんがく,going on to university,N3,トムは大学進学を決意した。,Tom has decided to go to college.
進歩,しんぽ,progress; development,N3,彼の思想は進歩的だ。,His thought is progressive.
針,はり,needle; hand (e.g. clock),N3,避雷針って何？,What's a lightning rod?
震える,ふるえる,to shiver; to shake; to quake,N3,心が震える。,My heart is trembling.
人間,にんげん,human being; man; person,N3,俺は人間だ。,I am a man.
人気,にんき,sign of life,N3,人気者は辛いね。,It's not easy being popular.
人工,じんこう,artificial; manmade; human work; human skill; artificiality,N3,人工乳を受け付けません。,He refuses formula.
人込み,ひとごみ,crowd of people,N3,人込みの中で彼とあった。,I met him in the crowd.
人種,じんしゅ,race (of people),N3,彼は人種差別と戦った。,He fought against racial discrimination.
人生,じんせい,(human) life (i.e. conception to death),N3,人生は短い。,Life is short.
人物,じんぶつ,character; personality; person; man; personage; talented man,N3,彼は重要人物だ。,He is a person of importance.
人類,じんるい,mankind; humanity,N3,人類の半分は女性だ。,Half the species are woman.
塵,ごみ,dust; dirt,N3,塵も積もれば山となる。,Many a mickle makes a muckle.
図,ず,figure (e.g. Fig 1); drawing; picture; illustration,N3,図星ですか？,Is that it?
図書,としょ,books,N3,明日図書館でね。,See you tomorrow at the library.
推薦,すいせん,recommendation,N3,推薦とればよかった。,It would have been good if I had gotten a recommendation.
水準,すいじゅん,(1) water level; (2) level; standard,N3,彼の仕事は水準に達した。,His work has come up to the standard.
睡眠,すいみん,sleep,N3,睡眠は薬に勝る。,Sleep is better than medicine.
遂に,ついに,finally; at last,N3,遂に彼は目的を達した。,He reached his goal at last.
酔う,よう,to get drunk; to become intoxicated,N3,彼は酔うと手がつけられない。,He is out of control when drunk.
随分,ずいぶん,extremely,N3,随分失礼だな。,You're very rude.
数,かず,number; figure,N3,30数えて。,Count to thirty.
数える,かぞえる,to count,N3,ひなを数えるな。,Don't count your chickens.
数字,すうじ,numeral; figure,N3,3桁の数字です。,It's a three-digit number.
世の中,よのなか,society; the world; the times,N3,世知辛い世の中だね。,This is a rough world we are living in.
世間,せけん,world; society,N3,世間は厳しい。,The world is harsh.
世紀,せいき,century; era,N3,１世紀は１００年です。,A century is one hundred years.
世話,せわ,looking after; help; aid; assistance,N3,大きなお世話だ。,Mind your own business!
是非,ぜひ,certainly; without fail,N3,是非どうぞ。,By all means.
制限,せいげん,restriction; restraint; limitation,N3,制限はありません。,There are no limits.
制度,せいど,system; institution; organization,N3,彼らはその制度を改めた。,They changed the system.
勢い,いきおい,force; vigor; energy; spirit,N3,台風が勢いを増した。,The typhoon gathered strength.
性,せい,sex; gender,N3,色っぽい女性。,She is a fox.
性格,せいかく,character; personality,N3,彼は性格がよい。,He has a nice personality.
成る,なる,to become,N3,成せば成る。,"Where there's a will, there's a way."
成功,せいこう,success; hit,N3,彼は成功した。,He made it.
成人,せいじん,adult,N3,成人した娘がいるよ。,I have a grown daughter.
成績,せいせき,results; record,N3,彼は学校の成績がいい。,He is doing fine in school.
成長,せいちょう,growth; grow to adulthood,N3,子供は成長が早い。,Children grow very quickly.
政府,せいふ,government; administration,N3,政府は倒された。,The government was overthrown.
整理,せいり,sorting; arrangement; adjustment; regulation,N3,彼は自分の身辺を整理した。,He put his affairs in order.
正,せい,(logical) true; regular,N3,彼は正義だ。,He is justice.
正確,せいかく,accurate; punctuality; exactness; authenticity; veracity,N3,僕の時計は正確だ。,My watch keeps good time.
正午,しょうご,noon; mid-day,N3,正午まで待とう。,I'll wait till noon.
正式,せいしき,due form; official; formality,N3,どの程度正式なのですか。,How formal is this ceremony?
正直,しょうじき,honesty; integrity; frankness,N3,彼は正直者だ。,He is a square shooter.
清潔,せいけつ,clean,N3,私は清潔だ。,I'm clean.
生,せい,(1) draft (beer); (2) raw; unprocessed,N3,大学生です。,I am a university student.
生き物,いきもの,living thing; animal,N3,竜は空想上の生き物だ。,The dragon is an imaginary creature.
生じる,しょうじる,to produce; to yield; to result from; to arise; to be generated,N3,事故は不注意から生じる。,Accidents arise from carelessness.
生まれ,うまれ,birth; birth-place,N3,冬生まれです。,I was born in winter.
生産,せいさん,production; manufacture,N3,生産が落ち始めている。,Production is turning down.
生地,きじ,birthplace,N3,生地をこねます。,Knead the dough.
生物,せいぶつ,raw food,N3,彼は生物学者だ。,He is a biologist.
生命,せいめい,life; existence,N3,水は生命です。,Water is life.
盛り,さかり,helping; serving,N3,彼は働き盛りだ。,He is in the prime of life.
精々,せいぜい,at the most; at best; to the utmost; as much (far) as possible,N3,,
精神,せいしん,mind; soul; heart; spirit; intention,N3,読書は精神を育てる。,Reading develops the mind.
製造,せいぞう,manufacture; production,N3,その工場は玩具を製造している。,The factory manufactures toys.
製品,せいひん,manufactured goods; finished goods,N3,新製品には失望した。,I was disappointed with the new product.
請求,せいきゅう,claim; demand; application; request,N3,これ全部、請求書。,This is the entire invoice.
青年,せいねん,youth; young man,N3,青年は失恋した。,The young man was disappointed in love.
税金,ぜいきん,tax; duty,N3,税金は収入に基づく。,Taxation is based on income.
石炭,せきたん,coal,N3,石炭が燃えている。,The coal is burning.
石油,せきゆ,oil; petroleum; kerosene,N3,あの国は石油が豊富だ。,That country abounds in oil.
積もる,つもる,to pile up,N3,距離を見積もるのは難しいな。,The distance is hard to estimate.
積極的,せっきょくてき,positive; active; proactive,N3,あの学生はとても積極的だ。,That student is very active.
責める,せめる,to condemn; to blame; to criticize,N3,心の鬼が身を責める。,Suffer pangs of conscience.
責任,せきにん,duty; responsibility,N3,私の責任です。,That's my fault.
跡,あと,(1) trace; tracks; mark; sign; (2) remains; ruins; (3) scar,N3,足跡があったの。,I found some footprints.
切れ,きれ,cloth; piece; cut; chop,N3,電話が切れた。,The telephone was still.
切れる,きれる,(1) to cut well; to be sharp; (2) to break (off),N3,彼は頭が切れる。,He is sharp-witted.
設計,せっけい,plan; design,N3,彼がその車を設計した。,He designed the car.
設備,せつび,equipment; device; facilities; installation,N3,そのホテルは設備がよい。,The hotel has good accommodation.
節,ふし,tune; tone; knot; knob; point,N3,節約したい。,I want to save money.
節約,せつやく,economising; saving,N3,節約したい。,I want to save money.
説,せつ,theory,N3,釈迦に説法。,Don't teach fish to swim.
絶対,ぜったい,absolute; unconditional; absoluteness,N3,絶対確実だ。,There is no doubt.
絶滅,ぜつめつ,destruction; extinction,N3,恐竜は大昔に絶滅した。,Dinosaurs became extinct a very long time ago.
舌,した,tongue,N3,彼女は毒舌家だ。,She has a sharp tongue.
先ず,まず,first (of all); to start with; about; almost; hardly (with neg. verb),N3,先ずは、名前を決めないとね。,"In the first place, we have to decide on the name."
先日,せんじつ,the other day; a few days ago,N3,先日彼に会った。,I met him the other day.
占める,しめる,(1) to comprise; to account for; to make up (of); (2) to hold; to occupy,N3,漁夫の利を占める。,A third party makes off with the profits.
専攻,せんこう,major subject; special study,N3,専攻は何ですか。,What's your major?
川,かわ,river,N3,河童の川流れ。,The best swimmers are oftenest drowned.
戦い,たたかい,battle; fight; struggle; conflict,N3,戦いに勝つ。,We will win the day.
戦う,たたかう,to fight; to battle; to combat,N3,戦士が戦う。,Warriors fight.
泉,いずみ,spring; fountain,N3,この温泉は穴場だね。,This hot spring is a great find.
船,ふね,ship; boat; watercraft; shipping; vessel; steamship,N3,船を離れろ。,Abandon ship!
選手,せんしゅ,(1) player (in game); (2) team,N3,彼は野球選手だ。,He is a baseball player.
選択,せんたく,selection; choice,N3,トムは選択した。,Tom made his choice.
前者,ぜんしゃ,the former,N3,後者より前者の方がいい。,The former is better than the latter.
前進,ぜんしん,advance; drive; progress,N3,敵の前進を止めよ。,Stop the advance of the enemy.
善,ぜん,good; goodness; right; virtue,N3,善は急げだ。,There's no time like the present.
全,ぜん,all; whole; entire; complete; overall; pan,N3,全力でやれ。,Give it all you've got.
全く,まったく,really; truly; entirely; completely,N3,全くですね。,You're quite right.
全て,すべて,all; the whole; entirely; in general; wholly,N3,潮の全てはひく。,Every tide has its ebb.
全員,ぜんいん,all members (unanimity); all hands; the whole crew,N3,全員出席です。,All are present.
全国,ぜんこく,country-wide; nation-wide; whole country; national,N3,ロシア全国を旅した。,I've travelled through the whole of Russia.
全然,ぜんぜん,(1) wholly; entirely; completely; (2) not at all (with neg. verb),N3,いや、全然。,"Nope, not at all."
全体,ぜんたい,whole; entirety; whatever (is the matter),N3,町全体が水没した。,The entire town was under water.
粗,あら,defect; flaw; blemish; weak point,N3,彼は態度が粗野だ。,He is coarse in manner.
粗末,そまつ,crude; rough; plain; humble,N3,道具を粗末に使うな。,Don't handle these tools roughly.
素,もと,prime,N3,素晴らしい。,"Ah, wonderful."
素晴らしい,すばらしい,wonderful; splendid; magnificent,N3,素晴らしい。,"Ah, wonderful."
組,くみ,class; group; team; set,N3,乗組員が多い。,The crew is large.
組む,くむ,to put together,N3,そろそろ本気で仕事に取り組むころだよ。,It is time you get down to work.
組合,くみあい,association; union,N3,労働組合はストを宣言した。,The labor union called a strike.
組織,そしき,(1) organization; (2) structure; construction; (3) tissue; (4) system,N3,計画委員を組織した。,We organized a project team.
訴える,うったえる,to sue (a person); to resort to; to appeal to,N3,彼はしばしば歯痛を訴える。,He often complains that he has a toothache.
鼠,ねずみ,(1) mouse; rat; (2) dark gray; slate color,N3,窮鼠猫を噛む。,A cornered rat will bite a cat.
双子,ふたご,twins; a twin,N3,私は双子です。,I'm a twin.
想像,そうぞう,imagination; guess,N3,想像つくよ。,I can imagine.
掃除,そうじ,cleaning; sweeping,N3,大掃除の時間よ。,It's time for spring cleaning.
操作,そうさ,operation; management; processing,N3,彼は新しい機械を操作した。,He operated the new machine.
巣,す,nest; rookery; breeding place; beehive; cobweb,N3,蜘蛛は巣を張る。,A spider weaves a web.
相手,あいて,companion; partner; company,N3,相手が悪かったな。,He chose the wrong man to pick a fight with.
相続,そうぞく,succession; inheritance,N3,財産を相続する。,I succeed to a fortune.
相談,そうだん,consultation; discussion,N3,私は姉に相談した。,I consulted with my sister.
相当,そうとう,suitable; fair; tolerable; proper,N3,相当高齢である。,He is well advanced in life.
装置,そうち,equipment; installation; apparatus,N3,これは電気を作る装置だ。,This device produces electricity.
霜,しも,frost,N3,霜で花が傷んだ。,Frost touched the flowers.
騒ぎ,さわぎ,uproar; disturbance,N3,何だこの大騒ぎは？,What's the commotion?
騒音,そうおん,noise,N3,彼は騒音を聞いた。,He heard the noise.
増す,ます,to increase; to grow,N3,離れてみれば尊敬は増す。,Respect is greater from a distance.
増加,ぞうか,increase; addition,N3,犯罪が増加している。,Crime is on the increase.
贈る,おくる,to send; to give to; to award to; to confer on,N3,彼女は贈るものを紙で包んだ。,She wrapped some gifts in paper.
側,そば,side; edge; third person,N3,左側通行です。,Keep to the left.
息,いき,breath; tone,N3,あと一息だ。,We're almost there.
束,たば,handbreadth; bundle,N3,約束するよ。,I give you my word.
速度,そくど,speed; velocity; rate,N3,制限速度ってある？,Is there a speed limit?
続き,つづき,sequel; continuation,N3,悪事続きだ。,"When it rains, it pours."
袖,そで,sleeve,N3,無い袖は振れぬ。,You can't spend what you don't have.
存在,そんざい,existence; being,N3,神は存在する。,God is.
孫,まご,grandchild,N3,孫はいないよ。,I don't have grandchildren.
尊敬,そんけい,respect; esteem; reverence; honour,N3,心から尊敬する。,I really respect you.
尊重,そんちょう,respect; esteem; regard,N3,彼の感情を尊重しなさい。,Have respect for his feelings.
損,そん,loss; disadvantage,N3,短気は損気。,Haste is waste.
損害,そんがい,damage; injury; loss,N3,彼は損害を受けた。,He suffered great losses.
他,た,other (esp. places and things),N3,他にご用は？,Did you want anything else?
他人,たにん,another person; unrelated person; outsider; stranger,N3,他人より身内。,Blood is thicker than water.
多少,たしょう,more or less; somewhat; a little; some,N3,彼は多少興奮した。,He was somewhat excited.
多分,たぶん,perhaps; probably,N3,多分そうだよ。,Maybe that's right.
太陽,たいよう,sun; solar,N3,太陽はいいね。,I like the sun.
打つ,ぶつ,to hit; to strike,N3,打つ手がないね。,I'm all out of tricks.
駄目,だめ,useless; no good; hopeless,N3,いや駄目です。,"No, you may not."
体育,たいいく,physical education; gymnastics; athletics,N3,トムは体育の先生だ。,Tom is a gym teacher.
体温,たいおん,temperature (body),N3,体温は正常です。,Your temperature's normal.
対,たい,pair; couple; set,N3,絶対確実だ。,There is no doubt.
対する,たいする,to face; to confront; to oppose,N3,トムは反対するかもよ。,Tom might object.
対象,たいしょう,target; object (of worship; study; etc); subject (of taxation; etc),N3,輸入品は高い課税対象だ。,Import goods are subject to high taxes.
帯,おび,band (e.g. conduction; valence),N3,携帯変えた。,I got a new cellphone.
怠ける,なまける,to be idle; to neglect,N3,彼は怠ける傾向がある。,He is inclined to be lazy.
態度,たいど,attitude; manner,N3,彼は態度が粗野だ。,He is coarse in manner.
替える,かえる,to exchange; to interchange; to substitute; to replace,N3,体操服に着替えるのやだな。,I don't like changing into my gym clothes.
滞在,たいざい,stay; sojourn,N3,ご滞在の目的は。,What's the purpose of your visit?
袋,ふくろ,bag; sack,N3,手袋してる？,Are you wearing gloves?
貸し,かし,loan; lending,N3,貸し間あり。,Room for rent.
退屈,たいくつ,tedium; boredom,N3,退屈だなあ。,Bored now.
逮捕,たいほ,arrest; apprehension; capture,N3,トムが逮捕された。,Tom was arrested.
代金,だいきん,price; payment; cost; charge,N3,あの靴の代金は払ったの？,Did you pay for those shoes?
代表,だいひょう,representative; representation; delegation; type; example; model,N3,彼は党の代表に立てられた。,He was constituted representative of the party.
代理,だいり,representation; agency; proxy; deputy; agent,N3,彼は父親の代理をした。,He substituted for his father.
台,だい,stand; rack; table; support,N3,灯台下暗し。,You can't see the forest for the trees.
大いに,おおいに,very; much; greatly,N3,大いに召し上がれ。,Eat and drink up.
大した,たいした,considerable; great; important; significant; a big deal,N3,君は大したものだ。,I'm proud of you.
大家,おおや,rich family; distinguished family,N3,大家族なの？,Do you have a big family?
大会,たいかい,convention; tournament; mass meeting; rally,N3,党大会は延期された。,The party convention was put off.
大気,たいき,atmosphere,N3,月に大気はない。,There is no air on the moon.
大使,たいし,ambassador,N3,大使は戻りました。,The ambassador returned.
大臣,だいじん,cabinet minister,N3,彼は大臣を辞めた。,He resigned from the Cabinet.
大戦,たいせん,great war; great battle,N3,映画は第二次世界大戦に遡る。,The film takes us back to World War II.
大抵,たいてい,usually; generally,N3,私は大抵朝早く起きる。,I usually get up early in the morning.
大統領,だいとうりょう,president; chief executive,N3,彼は大統領を辞任した。,He resigned as president.
大半,たいはん,majority; mostly; generally,N3,用心は勇気の大半。,Discretion is the better part of valor.
大部分,だいぶぶん,most part; greater part; majority,N3,責任は大部分私にあった。,The responsibility was in large part mine.
大変,たいへん,awful; dreadful; terrible; very,N3,大変疲れた。,I'm exhausted.
大陸,たいりく,continent,N3,世界には７大陸がある。,There are seven continents on the earth.
題,だい,title; subject; theme; topic,N3,問題ないよ。,No problem!
宅,たく,house; home; husband,N3,早く帰宅しろ。,Go home quickly.
叩く,たたく,to strike; to clap; to dust; to beat,N3,戸を叩く音がした。,I heard a knock at the door.
達する,たっする,to reach; to get to,N3,資金を調達する。,I raise funds.
奪う,うばう,to snatch away,N3,機械は仕事から創造的な興味を奪う。,Machinery robs work of creative interest.
谷,たに,valley,N3,人生山あり谷あり。,A man's life has its ups and downs.
誰か,だれか,someone; somebody,N3,誰かいるの？,Is somebody there?
単なる,たんなる,mere; simple; sheer,N3,単なる推測だろ。,You're just guessing.
単に,たんに,simply; merely; only; solely,N3,簡単に直ったよ。,It was easy to fix.
単位,たんい,unit; denomination; credit (in school),N3,時間の単位は何か。,What are the units of time?
単語,たんご,word; vocabulary; (usually) single-character word,N3,難しい単語です。,It's a difficult word.
単純,たんじゅん,simplicity,N3,この問題は単純すぎる。,This problem is too simple.
担当,たんとう,(in) charge,N3,担当は私です。,I'm in charge.
端,はし,end (e.g. of street); edge; tip; margin; point,N3,準備は万端です。,Everything is ready.
誕生,たんじょう,birth,N3,誕生日いつ？,When is your birthday?
団体,だんたい,organization; association,N3,彼らは団体競技に参加した。,They participated in the team games.
弾,たま,bullet; shot; shell,N3,楽器は弾ける？,Can you play a musical instrument?
断る,ことわる,to refuse; to decline; to dismiss,N3,僕だったら、断るな。,I'd say no if I were you.
暖かい,あたたか(い),warm; mild,N3,懐が暖かい。,I have plenty of money with me.
段,だん,step; stair; flight of steps; grade; rank; level,N3,値段聞いた？,Did you ask the price?
男の人,おとこのひと,man,N3,この男の人、誰？,Who is this man?
男子,だんし,youth; young man,N3,男子トイレは2階です。,The men's room is on the second floor.
値,ね,value; price; cost,N3,値段聞いた？,Did you ask the price?
値段,ねだん,price; cost,N3,値段聞いた？,Did you ask the price?
知らせ,しらせ,notice,N3,私に知らせて。,Let me know.
知恵,ちえ,wisdom; wit; sagacity; sense; intelligence; advice,N3,知恵は万代の宝,Wisdom is a treasure for tens of generations.
知事,ちじ,prefectural governor,N3,私は知事に立候補した。,I ran for the governor.
知識,ちしき,knowledge; information,N3,知識は力なり。,Knowledge is power.
知能,ちのう,intelligence; brains,N3,類人猿は知能が高い。,Apes are intelligent.
地,ち,earth,N3,土地を耕す。,I till the earth.
地位,ちい,(social) position; status,N3,彼は地位に満足だ。,He enjoys his position.
地域,ちいき,area; region,N3,あの地域には入るな。,Don't go into that area.
地下,ちか,basement; underground,N3,地下室に行け。,Go to the basement.
地球,ちきゅう,the earth,N3,地球は丸い。,The earth is round.
地区,ちく,district; section; sector,N3,その地区には猟鳥が多い。,Game birds abound in the area.
地平線,ちへいせん,horizon,N3,遠い地平線を見て！,Look at the distant horizon!
地方,ちほう,area; locality; district; region; the coast,N3,彼女は地方公務員だ。,She is a local government officer.
遅刻,ちこく,lateness; late coming,N3,遅刻したね。,You are late.
茶,ちゃ,tea,N3,緑茶は無理。,I can't drink green tea.
中,ちゅう,inside; middle; among,N3,電話中です。,I'm talking on the phone.
中央,ちゅうおう,centre; central; center; middle,N3,中央線ですね。,I think it's by the Chuo Line.
中学,ちゅうがく,middle school; junior high school,N3,私は中学生です。,I'm a junior high school student.
中古,ちゅうこ,(1) used; second-hand; old,N3,私の車は中古だ。,My car is a used one.
中止,ちゅうし,suspension; stoppage; discontinuance; interruption,N3,試合は中止になった。,The game was called off.
中心,ちゅうしん,center; core; heart; pivot; emphasis; balance,N3,彼は自己中心です。,He's self centered.
仲,なか,relation; relationship,N3,仲良くしよう。,Let's be friends.
仲間,なかま,company; fellow; colleague; associate,N3,仲間になって。,Join us.
昼食,ちゅうしょく,lunch; midday meal,N3,昼食にしよう！,Let's have lunch!
注,ちゅう,annotation; explanatory note,N3,猛犬に注意！,Beware of the dog!
注ぐ,そそぐ,to pour (into); to irrigate; to pay; to fill; to feed (e.g. a fire),N3,火に油を注ぐだけだ。,It only adds fuel to the fire.
注文,ちゅうもん,order; request,N3,本、注文した？,Did you order a book?
注目,ちゅうもく,notice; attention; observation,N3,ご注目下さい。,Please give me your attention.
虫歯,むしば,cavity; tooth decay; decayed tooth; caries,N3,虫歯を治療しろ。,Treat a decayed tooth.
駐車,ちゅうしゃ,parking (e.g. car),N3,駐車場はある？,Is there a car park?
著者,ちょしゃ,author; writer,N3,この本の著者は誰ですか。,Who is the author of this book?
貯金,ちょきん,(bank) savings,N3,貯金したい。,I want to save money.
張る,はる,to stick; to paste,N3,引っ張るぞ。,We're going to pull it.
眺め,ながめ,scene; view; prospect; outlook,N3,外を眺めていた。,I was looking outside.
眺める,ながめる,to view; to gaze at,N3,星を眺めるのは興味深い。,It is interesting to watch stars.
調査,ちょうさ,investigation; examination; inquiry; survey,N3,国勢調査ってなに？,What's a census?
調子,ちょうし,tune; tone; key,N3,その調子だ。,That's the spirit.
長期,ちょうき,long time period,N3,長期貸借契約預かり金。,Deposits on long-term leases.
頂く,いただく,to receive; to take food or drink (hum),N3,以下の空欄部分にご記入頂くだけで結構です。,All you have to do is fill in the blanks below.
頂上,ちょうじょう,top; summit; peak,N3,頂上まで登ったよ。,We climbed to the top.
直,じき,earnestly; immediately; exactly,N3,誤りを直せ。,Correct errors.
直ちに,ただちに,at once; immediately; directly; in person,N3,直ちにそれをしなさい。,Let it be done at once.
直に,じかに,immediately; readily; directly,N3,素直になりなよ。,Be honest with yourself.
直接,ちょくせつ,direct; immediate; personal; firsthand,N3,トムに直接言えよ。,Tell Tom in person.
沈む,しずむ,to sink; to feel depressed,N3,日は西に沈む。,The sun sets in the west.
追い付く,おいつく,to overtake; to catch up (with),N3,すぐにそっちに追い付くよ。,I'll catch up with you soon.
追う,おう,to chase; to run after,N3,流行を追うな。,Don't follow fashion.
痛み,いたみ,pain; ache; sore; grief; distress,N3,心が痛みます。,My heart's aching.
通じる,つうじる,to run to; to lead to; to communicate; to understand,N3,彼にはロシア語が通じる。,He is learned in Russian.
通す,とおす,to let pass; to overlook; to continue,N3,銅はよく電気を通す。,Copper conducts electricity well.
通り,とおり,in accordance with ~; following ~; ~ Street; ~ Avenue,N3,通りを渡れ。,Cross the street.
通り過ぎる,とおりすぎる,to pass; to pass through,N3,彼女は通り過ぎるときに必ず声をかけた。,She didn't pass me without speaking to me.
通過,つうか,passage through; passing,N3,車は門を通過した。,The car passed through a gate.
通学,つうがく,commuting to school,N3,彼は徒歩通学だ。,He goes to school on foot.
通行,つうこう,passage; passing,N3,左側通行です。,Keep to the left.
通信,つうしん,correspondence; communication; news; signal,N3,通信簿はもらってきたの？,Did you get your report card?
掴む,つかむ,to seize; to catch; to grasp,N3,雲を掴むような話だな。,What you are saying doesn't make sense.
停留所,ていりゅうじょ,bus or tram stop,N3,次の停留所で降ります。,I am going to get off at the next stop.
定期,ていき,fixed term,N3,その島には定期便はない。,There is no regular boat service to the island.
底,そこ,bottom; sole,N3,底を持ってくれ。,Grab the bottom.
抵抗,ていこう,electrical resistance; resistance; opposition,N3,抵抗がある。,There is resistance.
提案,ていあん,proposal; proposition; suggestion,N3,提案があります。,I have a suggestion.
提出,ていしゅつ,presentation; submission; filing,N3,答案を提出せよ。,Hand in your papers.
程,ほど,degree; extent; bounds; limit,N3,身の程を知れ。,Cut one's coat according to one's cloth.
程度,ていど,degree; amount; grade; standard; of the order of (following a number),N3,それは程度の問題です。,That is a matter of degrees.
諦める,あきらめる,to give up; to abandon,N3,諦めるっていうの？,Are you just going to give up?
泥,どろ,mud,N3,彼は泥棒だ。,He is a thief.
敵,てき,enemy; rival,N3,大胆不敵ね。,You're fearless.
笛,ふえ,flute; pipe,N3,合図の笛がなった。,The whistle blew.
適する,てきする,to fit; to suit,N3,,
適切,てきせつ,pertinent; appropriate; adequate; relevance,N3,彼はその仕事に適切だ。,He is the right man for the job.
適度,てきど,moderate,N3,適度の運動は体に良い。,Moderate exercise will do you good.
適用,てきよう,applying,N3,この方法は適用範囲が広い。,This method is of wide application.
溺れる,おぼれる,to be drowned; to indulge in,N3,溺れる者は藁をも掴む。,Drowning men clutch at straws.
哲学,てつがく,philosophy,N3,トムの専攻は哲学だ。,Tom's major is philosophy.
徹底,てってい,thoroughness; completeness,N3,殺菌処理を徹底します。,I sterilize with utmost care.
徹夜,てつや,all night; all night vigil; sleepless night,N3,私は徹夜した。,I sat up all night.
鉄,てつ,iron,N3,寸鉄人を殺す。,The tongue stings.
鉄道,てつどう,railroad,N3,トムは鉄道オタクだ。,Tom is a railway nerd.
典型,てんけい,type; pattern; archetypal,N3,典型的です。,That's typical.
天候,てんこう,weather,N3,天候もよいし涼しい。,It's nice and cool.
天然,てんねん,nature; spontaneity,N3,彼女の髪は天然パーマだ。,Her hair is naturally curly.
転ぶ,ころぶ,to fall down; to fall over,N3,赤ん坊はよく転ぶ。,Babies often fall down.
伝統,でんとう,tradition; convention,N3,これは家族の伝統です。,This is a family tradition.
田,た,rice field,N3,田舎育ちです。,I grew up in the countryside.
電子,でんし,electron,N3,電子レンジ使える？,Can you use a microwave?
兎,うさぎ,rabbit; hare; cony,N3,兎は耳が良いんだ。,Rabbits' have a good sense of hearing.
吐く,はく,(1) to breathe; (2) to tell (lies); (3) to vomit; to disgorge,N3,時には弱音を吐くけど。,Sometimes I will be weak.
登山,とざん,mountain-climbing,N3,登山が好きなんだ。,I like climbing mountains.
途端,とたん,just (now; at the moment; etc.),N3,座った途端、寝てしまった。,"The moment I sat down, I fell asleep."
都,みやこ,capital,N3,工業都市です。,It's an industrial city.
都会,とかい,city,N3,都会で暮らしてます。,I live in the city.
都市,とし,town; city; municipal; urban,N3,工業都市です。,It's an industrial city.
努力,どりょく,great effort; exertion; endeavour; effort,N3,君も努力してよ。,You make an effort too!
度,たび,counter for occurrences,N3,仏の顔も三度。,You can only go so far.
土,つち,earth; soil,N3,土曜日だよ。,It is Saturday.
土産,みやげ,present; souvenir,N3,これはお土産です。,This is a little gift for you.
土地,とち,plot of land; lot; soil,N3,土地を耕す。,I till the earth.
土曜,どよう,Saturday,N3,土曜日だよ。,It is Saturday.
倒す,たおす,to throw down; to beat; to bring down; to blow down,N3,本末を転倒するな。,Don't put the cart before the horse.
党,とう,party (political),N3,僕は甘党だ。,I have a sweet tooth.
凍る,こおる,to freeze; to be frozen over; to congeal,N3,凍るように冷たい。,It is freezing cold.
刀,かたな,sword; saber; knife; engraving tool,N3,綺麗な刀だな。,That's a beautiful sword.
塔,とう,tower; pagoda,N3,あれは塔です。,That is a pagoda.
投票,とうひょう,voting; poll,N3,投票に行く？,Are you going to vote?
灯,ひ,light,N3,灯台下暗し。,You can't see the forest for the trees.
当たる,あたる,to be hit; to be successful; to be equivalent to,N3,思い当たる節はない。,That doesn't ring a bell.
当てる,あてる,to hit; to apply a patch,N3,彼らは石油を掘り当てる思惑だった。,They intended to drill for oil.
当時,とうじ,at that time; in those days,N3,当時私は学生だった。,I was a student at that time.
等,など,et cetera; etc.; and the like,N3,人は皆平等だ。,All men are equal.
等しい,ひとしい,equal,N3,AはBと大きさが等しい。,A is of equal size to B.
答案,とうあん,examination paper; examination script,N3,答案を提出せよ。,Hand in your papers.
到着,とうちゃく,arrival,N3,到着します。,We have arrived.
